Name,Steps,HeartRate,Calories,Distance,Duration,Age
Katherine Sullivan,5671.0,100.0,722.0,,16.0,62.0
John Erickson,15136.0,77.0,374.0,,,
Susan Perry,19246.0,,,,21.0,53.0
Patrick Zavala,,129.0,713.0,7.62,69.0,54.0
Janet Adams,,135.0,413.0,,5.0,21.0
Leah Bell,15383.0,115.0,645.0,,64.0,
Billy Santos,13416.0,123.0,366.0,0.64,119.0,23.0
Ronald Jarvis,8161.0,,,13.28,37.0,47.0
Taylor Bennett,10325.0,,715.0,12.16,78.0,40.0
Christine Small,3378.0,147.0,,9.45,61.0,62.0
Madison Morales,,171.0,,14.59,,19.0
Priscilla Chan,9510.0,109.0,622.0,12.47,47.0,
Michael Thompson,7406.0,138.0,,14.01,97.0,26.0
Sherri Acosta,,149.0,201.0,4.45,11.0,54.0
Yvonne Norman,11691.0,159.0,503.0,,53.0,
Kevin Neal,14845.0,153.0,108.0,13.99,12.0,32.0
Sandra Mendez,6308.0,,220.0,14.13,101.0,39.0
Elizabeth Moore,16517.0,100.0,395.0,11.04,93.0,46.0
Lisa Guerrero,12790.0,132.0,,8.18,39.0,60.0
John Murray,10388.0,114.0,665.0,4.87,76.0,43.0
Mark Green,16361.0,149.0,,13.58,45.0,49.0
Tammy Simon,,117.0,275.0,7.16,116.0,49.0
Gregory Thomas,5509.0,135.0,351.0,11.46,115.0,
Thomas Shepherd,7317.0,,840.0,10.83,95.0,25.0
Angela Mcfarland,10599.0,113.0,759.0,6.74,45.0,20.0
Cynthia Aguirre,16904.0,74.0,802.0,,,56.0
Mr. James Lewis,8026.0,,753.0,,16.0,51.0
Andrew Johnson,17436.0,139.0,871.0,1.05,81.0,54.0
Mason Romero,,106.0,860.0,,97.0,32.0
Monique Sampson,17479.0,127.0,328.0,2.28,,25.0
Jessica West,16418.0,176.0,860.0,8.7,104.0,64.0
Curtis Hardy,,131.0,754.0,4.34,,57.0
Danielle Haas,2650.0,114.0,740.0,5.42,117.0,58.0
Taylor Lopez,16241.0,65.0,788.0,5.53,59.0,49.0
Annette Lopez,,177.0,137.0,2.87,75.0,
Stephanie Anderson,16375.0,145.0,348.0,12.21,113.0,51.0
Robert Blake,1579.0,64.0,,8.36,6.0,44.0
Stephanie Torres,6680.0,98.0,,8.94,,
Kelli Jones,4777.0,106.0,617.0,0.83,66.0,42.0
Dennis Cervantes,14628.0,172.0,552.0,14.59,112.0,49.0
Daniel Hall,5800.0,168.0,112.0,,30.0,
Daniel Foster,1785.0,141.0,814.0,,25.0,20.0
Nicholas Lee,1019.0,78.0,204.0,,98.0,31.0
Lynn Burns,3276.0,105.0,534.0,12.46,42.0,37.0
Laura Sanders,12717.0,139.0,595.0,6.7,24.0,37.0
Brian Stone,15192.0,122.0,722.0,8.72,30.0,40.0
Frances Norton,1842.0,150.0,381.0,4.27,92.0,47.0
Anthony Liu,17855.0,179.0,703.0,,,28.0
Denise Duncan,13334.0,120.0,309.0,3.27,,38.0
Mr. Robert Wells,,99.0,692.0,6.85,71.0,27.0
Amy Jacobs,3674.0,101.0,751.0,14.99,35.0,38.0
Paula Mann,17310.0,108.0,,0.91,,48.0
Danielle Hernandez,5209.0,,111.0,8.2,84.0,49.0
Jennifer Ellis,,163.0,122.0,2.63,36.0,57.0
Adrian Chen,19149.0,,879.0,6.29,54.0,24.0
Heather Robinson,17306.0,,,9.71,9.0,43.0
Nancy Perry,13327.0,,807.0,1.41,14.0,
Hailey Torres,16491.0,64.0,385.0,,,40.0
Ryan Smith,7910.0,,309.0,0.58,,
Mrs. Kaitlyn Mitchell,7536.0,81.0,,5.35,13.0,50.0
Jennifer Leon,13428.0,83.0,540.0,7.48,21.0,
Jennifer Gordon,1822.0,157.0,119.0,2.39,57.0,
Robert Moss,16326.0,118.0,,9.06,19.0,52.0
Tracy Black,9422.0,103.0,403.0,5.08,7.0,55.0
Briana Lyons,18076.0,79.0,622.0,3.42,99.0,31.0
Theodore Gonzales,15470.0,,197.0,10.66,12.0,49.0
Julie Boyle,9194.0,98.0,414.0,,70.0,39.0
Ashley Romero,9615.0,115.0,172.0,12.38,,23.0
Susan Roberts,,138.0,,,77.0,43.0
Eddie Morales,4143.0,93.0,511.0,11.28,78.0,31.0
Kevin Lawson,8451.0,167.0,785.0,,89.0,61.0
Theresa Davis,12202.0,81.0,537.0,7.36,109.0,38.0
Nathaniel Robinson,18506.0,141.0,863.0,6.73,22.0,
Jennifer Vasquez,10733.0,60.0,,,36.0,43.0
Christopher Miller,,145.0,238.0,,97.0,35.0
Jacqueline Graham,5408.0,84.0,471.0,,35.0,
Marie King,,104.0,118.0,10.12,78.0,21.0
Harold Perez,,,810.0,8.61,109.0,48.0
Amy Thomas,,73.0,680.0,2.46,24.0,21.0
Patricia Obrien,19603.0,,296.0,5.13,77.0,55.0
Timothy Mullins,5464.0,147.0,818.0,4.02,96.0,61.0
Cheryl Grant,,,542.0,9.89,26.0,52.0
Amy Mcknight,6014.0,151.0,,8.83,38.0,
Deanna Arnold,,,852.0,3.64,102.0,
Charles Green,14064.0,73.0,515.0,5.01,23.0,49.0
Larry Hubbard,12391.0,132.0,725.0,3.71,,32.0
Robert Lee,7945.0,99.0,,12.9,82.0,29.0
Tom Quinn,14538.0,135.0,,10.05,,50.0
Mary Little,4503.0,78.0,,14.55,37.0,
April Moreno,19536.0,113.0,106.0,12.62,,62.0
Kristen Simon,10967.0,170.0,283.0,4.42,113.0,55.0
Cynthia Mack,17392.0,175.0,797.0,6.74,107.0,59.0
Daniel Bond,5386.0,117.0,753.0,,15.0,36.0
Felicia Smith,17016.0,64.0,,14.98,78.0,43.0
Terry Bell,3268.0,,288.0,13.31,,
Jamie Brewer,1822.0,153.0,665.0,12.49,47.0,30.0
Katie Stewart,13315.0,63.0,608.0,10.61,,63.0
Kristen Baker,17939.0,145.0,,2.34,39.0,54.0
Alexander Vance,17574.0,,396.0,13.59,84.0,51.0
Selena Rhodes,5811.0,122.0,877.0,14.44,28.0,43.0
Mackenzie Mitchell,17424.0,169.0,426.0,,103.0,26.0
Robert Sanders,,76.0,718.0,10.78,81.0,48.0
Samuel West,9162.0,143.0,154.0,5.46,38.0,51.0
Michael Wright,3743.0,159.0,,,7.0,46.0
Ross Hill,15378.0,111.0,,12.59,80.0,34.0
Emily Arnold,,,416.0,5.09,86.0,64.0
Francis Anderson,12092.0,153.0,683.0,,73.0,53.0
James Armstrong,9561.0,150.0,432.0,6.72,74.0,23.0
Dr. Christopher Logan,,96.0,878.0,13.51,65.0,
Chad Rodriguez,14314.0,168.0,663.0,14.54,,60.0
Nathan Martin,16708.0,111.0,487.0,4.61,15.0,
Deborah Shelton,,178.0,239.0,2.18,84.0,37.0
Jennifer Curtis,2797.0,96.0,101.0,11.02,,63.0
John Brady,15317.0,170.0,433.0,,,42.0
James Rowland,1327.0,95.0,590.0,,7.0,
Angela Thomas,,88.0,352.0,,,57.0
Ashley Cooper,6216.0,97.0,390.0,8.06,78.0,
Stephen Mccann,10492.0,119.0,363.0,10.73,22.0,59.0
Jeanette Phelps,,,261.0,2.68,105.0,18.0
Frank Mendoza,10953.0,120.0,,7.91,59.0,19.0
Michael Hunter,14842.0,,112.0,2.86,,
Duane Smith,,77.0,,2.4,64.0,34.0
Mr. David Banks Jr.,13837.0,172.0,529.0,,65.0,52.0
Betty Costa,19814.0,120.0,566.0,4.02,9.0,
Patricia Cruz,,117.0,,10.71,31.0,55.0
Justin Harris,4651.0,,,12.13,52.0,35.0
Suzanne Powell,,98.0,134.0,5.69,83.0,21.0
Jack Goodman,18996.0,79.0,252.0,6.22,58.0,
Patricia Chang,,,233.0,3.83,11.0,44.0
Nicole Jordan,,145.0,786.0,12.92,66.0,
Heather Ramirez,14994.0,,769.0,12.27,63.0,42.0
Joseph Roberts,11765.0,,714.0,2.85,65.0,54.0
Michael Brown,14232.0,114.0,648.0,2.38,57.0,53.0
Lisa Hartman,,126.0,330.0,2.58,65.0,55.0
Brian Berry,8352.0,127.0,735.0,1.05,,56.0
Anthony Lloyd,3209.0,,504.0,5.65,82.0,59.0
Richard Myers,10102.0,125.0,723.0,11.6,,29.0
Melinda Gentry,,174.0,237.0,7.44,,62.0
Matthew Shaw,,,779.0,7.75,57.0,25.0
Jared Middleton,,73.0,568.0,8.29,57.0,46.0
Carla Rodriguez,6918.0,122.0,475.0,2.31,65.0,
David Macias,,78.0,786.0,,,32.0
Michael Howard,7283.0,138.0,,8.8,99.0,60.0
Anna Duncan,16055.0,88.0,475.0,1.39,68.0,32.0
Melissa Hurst MD,,101.0,,12.99,101.0,25.0
Laura Taylor,8563.0,120.0,,6.71,21.0,
Joann Williams,11328.0,118.0,723.0,,78.0,42.0
Lisa Thompson,18118.0,166.0,,14.1,,59.0
Tina Huff,1591.0,,,10.71,51.0,
Joseph Reed II,11466.0,83.0,298.0,11.12,39.0,
Erin Wiley,11150.0,,566.0,14.23,74.0,21.0
Whitney Ray,4889.0,87.0,520.0,,115.0,36.0
Justin Rodriguez,15140.0,60.0,,10.57,73.0,28.0
Veronica Anderson,,100.0,,3.99,19.0,55.0
Dr. Charles Vance,7140.0,,163.0,6.35,82.0,52.0
Kelly Spencer,6901.0,96.0,808.0,,,60.0
Melissa Wagner,5768.0,,227.0,9.89,81.0,21.0
Erin Brock,13745.0,164.0,832.0,5.58,85.0,42.0
Edward Miller,18439.0,,117.0,9.78,98.0,45.0
Erika Brown,1823.0,114.0,542.0,,,
Matthew Dyer,,,551.0,,,37.0
Anna Aguirre,,113.0,484.0,,,46.0
Richard Baker,11956.0,143.0,884.0,,,35.0
Travis Richmond,13462.0,167.0,185.0,6.09,113.0,
Christie Cruz,3220.0,149.0,734.0,2.48,,38.0
Jason Avery,16635.0,,588.0,10.56,34.0,
Megan Baker,5671.0,,488.0,6.6,18.0,57.0
Brandon Mills,13236.0,105.0,554.0,12.56,38.0,29.0
Dylan Keith,,85.0,295.0,,52.0,
Shannon Gray,18093.0,,125.0,3.49,20.0,59.0
William Mcdaniel,4411.0,161.0,804.0,,90.0,33.0
Patricia Davila,,177.0,825.0,8.48,71.0,
Jessica Green,4204.0,106.0,429.0,9.58,84.0,34.0
Shawn Obrien,19396.0,118.0,704.0,0.99,91.0,30.0
Steven Waters,5661.0,160.0,778.0,,22.0,41.0
Carol Delgado,14306.0,74.0,150.0,13.04,65.0,28.0
Janet Foster,4453.0,99.0,412.0,12.16,103.0,32.0
James Cross,5448.0,96.0,,7.2,56.0,56.0
Dawn Price,15581.0,141.0,446.0,2.7,,51.0
Rachel Farrell,17876.0,,307.0,13.17,18.0,59.0
Philip Cooper,11981.0,64.0,154.0,5.95,11.0,
Bradley Wright,,90.0,285.0,5.72,31.0,46.0
Donald Vazquez,2543.0,169.0,246.0,12.35,22.0,
Kevin Hawkins,3789.0,98.0,810.0,10.42,,23.0
Kristen Johnson,14996.0,64.0,569.0,14.1,89.0,53.0
Shirley Perez,,109.0,232.0,,,19.0
Jacob Lee,10310.0,,440.0,,17.0,
Patrick Wade,,97.0,200.0,0.89,117.0,
Cody King,3650.0,60.0,564.0,11.13,,61.0
Richard Terry,1320.0,,559.0,14.49,,36.0
Tammy Gates,9031.0,75.0,672.0,13.2,102.0,27.0
Kevin Martinez,,,,8.65,69.0,56.0
Michael Hanna,2775.0,98.0,893.0,,73.0,56.0
Sheri Hodges,2009.0,113.0,753.0,7.4,106.0,26.0
Monique Sanchez,11142.0,174.0,310.0,11.19,,22.0
Elaine Chavez,13328.0,154.0,,14.43,55.0,47.0
Lori Ortiz,,155.0,555.0,5.03,,20.0
Bryan Moore,2113.0,165.0,727.0,,63.0,22.0
Keith Suarez,12445.0,145.0,,8.43,55.0,27.0
Kelly Valenzuela,3472.0,130.0,349.0,13.34,,21.0
Ryan Fox,11347.0,,409.0,2.38,47.0,53.0
Gina Lewis,2927.0,148.0,,4.49,79.0,
Nicholas Campbell,17809.0,93.0,592.0,,73.0,
Angel Dunlap,7455.0,139.0,,7.21,117.0,51.0
Christopher Fleming,,80.0,897.0,9.4,10.0,21.0
Lisa King,8426.0,171.0,,7.14,,51.0
Joshua Garcia,11875.0,108.0,686.0,11.28,98.0,29.0
Paula Brown,11007.0,95.0,379.0,11.01,47.0,27.0
Brian Fletcher,16563.0,108.0,761.0,12.98,29.0,27.0
Sierra Mcdonald,11009.0,72.0,327.0,12.52,118.0,48.0
Susan Lewis,,118.0,128.0,,57.0,43.0
Jimmy Gardner,1564.0,71.0,144.0,,106.0,59.0
Derrick Miller,9687.0,65.0,284.0,3.9,69.0,54.0
Erin Tucker,13835.0,155.0,661.0,13.71,55.0,35.0
Jennifer Reed,,119.0,,0.73,34.0,
Tracey Wilson,9283.0,64.0,,,88.0,60.0
Monica Anderson,6523.0,143.0,,11.98,99.0,
Melanie Barker,12676.0,91.0,460.0,4.05,114.0,56.0
Dean Anderson,19650.0,100.0,675.0,1.37,19.0,
Lindsey Jones,1736.0,95.0,,5.59,114.0,
Jane Roberts,16622.0,95.0,125.0,3.65,39.0,
Samantha Harmon,6988.0,90.0,535.0,4.31,101.0,64.0
Matthew Cabrera,,141.0,462.0,12.79,,
Thomas Vaughn,,75.0,344.0,9.28,42.0,63.0
Julie Anderson,,168.0,,5.61,87.0,
Michelle Greer,9621.0,,207.0,1.58,92.0,26.0
James Hickman,7738.0,92.0,488.0,6.43,,57.0
Stephen Mata,16469.0,,893.0,2.29,63.0,32.0
James Boone,9864.0,162.0,,14.73,56.0,28.0
Edwin Dunn,6884.0,117.0,339.0,8.88,51.0,40.0
James Allen,11985.0,,794.0,3.38,29.0,22.0
Mary Johnson,9704.0,148.0,169.0,6.76,106.0,19.0
Jasmine Logan,19114.0,103.0,784.0,10.63,105.0,51.0
Justin Hurst,8168.0,119.0,850.0,,44.0,28.0
Katrina Ortega,,99.0,,2.53,114.0,21.0
Dustin Bishop,2477.0,,547.0,9.33,14.0,58.0
Kyle Swanson,,141.0,769.0,3.62,64.0,41.0
Jason Cannon,9872.0,118.0,,7.76,,39.0
Gwendolyn Thomas,,105.0,883.0,4.79,72.0,29.0
Christopher Cooper,2959.0,128.0,799.0,,77.0,20.0
Beverly Floyd,19325.0,103.0,,6.52,5.0,50.0
Natalie Fernandez,1185.0,116.0,469.0,,53.0,25.0
Brandon Kane,11766.0,143.0,380.0,2.53,,
William Chapman,3494.0,158.0,759.0,5.71,58.0,36.0
Joanna Huynh,4890.0,68.0,324.0,10.8,,42.0
Mark Hill,11245.0,68.0,,6.78,56.0,59.0
Reginald Downs,11777.0,173.0,635.0,14.29,,23.0
Jesse Mathis,7797.0,,,12.54,46.0,
Karen Cole,,157.0,,11.28,71.0,50.0
Walter Lewis,10438.0,80.0,518.0,,115.0,
Jason Barber,6359.0,116.0,727.0,,,64.0
William Adams,,137.0,,,17.0,51.0
Andrew Johnson MD,,166.0,,,,33.0
Todd Burke,,,294.0,6.11,36.0,40.0
Scott Daugherty,17049.0,,683.0,6.82,6.0,33.0
Amanda Reynolds,,74.0,296.0,,32.0,
Thomas Thomas,,80.0,483.0,12.63,,26.0
Brandon Williams,11486.0,88.0,643.0,11.77,22.0,42.0
Steven Estes,10280.0,107.0,770.0,14.3,31.0,
Kevin Weber,15075.0,122.0,646.0,10.65,,40.0
Justin Jordan,2967.0,173.0,,4.52,30.0,38.0
Aaron Brown,19203.0,160.0,431.0,3.29,91.0,
Mr. Chase Randall PhD,,150.0,751.0,2.26,,
Julian Higgins,7017.0,82.0,454.0,,36.0,
Misty Gonzalez,8779.0,71.0,151.0,4.28,59.0,40.0
Jessica Hunter,14482.0,167.0,848.0,8.83,92.0,23.0
Tanya Black,,,886.0,11.8,80.0,38.0
Kimberly Lucero,19107.0,145.0,150.0,11.25,,
Clifford Vaughn,,,240.0,,84.0,
Ashley Perez,12482.0,,563.0,11.31,94.0,
Debbie Becker,16064.0,162.0,614.0,7.27,66.0,62.0
Chad Wilson,7831.0,173.0,615.0,,5.0,46.0
Kathy Beck,3488.0,89.0,389.0,,37.0,62.0
Gerald Kennedy,14057.0,126.0,877.0,12.87,99.0,30.0
Justin Hernandez,6789.0,167.0,681.0,2.47,18.0,25.0
Pamela Stone,3389.0,85.0,180.0,,21.0,40.0
Lisa Davenport,,79.0,835.0,,,
Wendy Graham,,140.0,,13.61,104.0,51.0
Abigail Brooks,9609.0,112.0,715.0,6.08,6.0,59.0
Whitney Brewer,17830.0,,415.0,9.77,91.0,35.0
Patrick Hood,,147.0,880.0,11.57,110.0,39.0
Brianna Taylor,14458.0,88.0,634.0,2.91,53.0,35.0
Heather Bell,,152.0,814.0,,23.0,19.0
Kirk Knight,11671.0,134.0,551.0,14.88,7.0,
Joanna Jennings,13207.0,90.0,119.0,5.89,115.0,38.0
Dylan Cook,16752.0,81.0,232.0,,107.0,51.0
Michael Fisher,,61.0,467.0,6.66,104.0,62.0
Candace Adams,7146.0,93.0,130.0,11.92,,31.0
Tracy Barrett,19003.0,,428.0,5.43,75.0,49.0
Jimmy Snyder,17275.0,69.0,,6.4,,46.0
Brooke Coleman,,119.0,340.0,11.92,75.0,47.0
John Hernandez,5277.0,72.0,576.0,,,36.0
Jake Smith,18968.0,92.0,,,,59.0
Kerri Peterson,2624.0,,654.0,8.96,94.0,
Christopher Howe,7480.0,78.0,453.0,,19.0,38.0
John Gray,7316.0,165.0,,10.61,104.0,61.0
Barbara Johnson,5839.0,,,3.48,78.0,38.0
Joy Fischer,16917.0,63.0,605.0,1.87,33.0,42.0
Sophia Lewis,5508.0,,359.0,14.87,,
Amanda Gordon,,93.0,598.0,,111.0,39.0
Kristen Werner,19836.0,132.0,480.0,11.08,26.0,41.0
Brittany Rodriguez,,63.0,850.0,5.08,60.0,19.0
Felicia Carter,,79.0,484.0,,95.0,30.0
Donna Henderson,,99.0,549.0,8.63,90.0,33.0
Joe Reynolds,,151.0,444.0,6.98,103.0,63.0
James Hogan,,156.0,205.0,14.65,,
April Williams,,89.0,677.0,11.11,91.0,36.0
Joseph Rivera,8273.0,134.0,,14.67,17.0,27.0
Nathaniel Rodriguez,5976.0,84.0,,1.95,35.0,23.0
Alexander Lopez,11288.0,175.0,217.0,,,24.0
Mark Davis,4672.0,117.0,516.0,,118.0,
Randy Wright,,68.0,135.0,13.24,57.0,36.0
Paul Zuniga,4427.0,,220.0,14.23,32.0,53.0
Sydney Jones,,117.0,429.0,,111.0,37.0
Sean Newman,7639.0,135.0,256.0,9.18,38.0,31.0
Sarah Hernandez,13448.0,146.0,754.0,1.03,69.0,
Michael Russo,19112.0,92.0,498.0,,33.0,33.0
Daniel Oconnor,2334.0,,,6.51,25.0,40.0
Jocelyn Golden,13035.0,142.0,,8.47,83.0,
Alicia Garcia,10850.0,150.0,700.0,13.49,,61.0
Gregory Welch,8210.0,131.0,531.0,8.29,15.0,34.0
Andrea Jenkins,,163.0,296.0,3.96,42.0,29.0
Mary Johnson,8339.0,62.0,719.0,12.75,30.0,38.0
Ian Cherry,,156.0,445.0,,42.0,52.0
Jeremy Schmidt,4545.0,77.0,,,27.0,57.0
Tamara Gomez,10754.0,,,13.05,75.0,50.0
Douglas Rose,16694.0,177.0,377.0,4.45,98.0,62.0
Kevin Gross,12411.0,63.0,107.0,11.5,,21.0
Benjamin Hicks,3296.0,76.0,496.0,14.61,41.0,24.0
Michael Harris,,85.0,741.0,3.22,,
Deborah Erickson,5956.0,172.0,436.0,11.33,42.0,31.0
Christopher Robinson,5375.0,68.0,,5.18,29.0,41.0
Caitlin Wilson,,117.0,,14.05,92.0,28.0
Kristen Stone,,172.0,181.0,,,22.0
William Ellis,2273.0,,356.0,12.21,75.0,31.0
Thomas Oconnor,15746.0,122.0,300.0,11.68,8.0,40.0
John Edwards,19728.0,139.0,435.0,,112.0,30.0
Julie Davis,3264.0,85.0,341.0,13.75,57.0,26.0
Jordan Jackson,14200.0,145.0,,3.48,43.0,61.0
Sherry Santana,13088.0,111.0,885.0,1.12,109.0,
Donna Mathews,18613.0,,,13.42,13.0,37.0
Cory King,,,210.0,2.61,66.0,
Jennifer Nelson,7075.0,94.0,704.0,2.87,85.0,53.0
Ashley Jones,,,677.0,9.45,,44.0
Julie Ortega,11715.0,153.0,599.0,7.4,83.0,63.0
Amy Lopez,18535.0,69.0,816.0,9.59,52.0,44.0
Arthur Larson,18291.0,100.0,432.0,0.96,96.0,58.0
Holly Mcgee,14952.0,135.0,628.0,3.04,93.0,
Brianna Baker,3592.0,,,14.6,103.0,
Terry Walton,8520.0,84.0,,10.49,,52.0
Sandra Thompson,,,577.0,12.7,90.0,54.0
Amanda Cruz,,124.0,268.0,9.58,70.0,
Keith Harris II,9980.0,,654.0,12.34,115.0,49.0
Peter Ruiz,2174.0,86.0,557.0,1.14,29.0,58.0
Maria Cordova,5803.0,151.0,407.0,12.83,54.0,18.0
Mr. Frederick Watson,,108.0,370.0,10.16,87.0,31.0
David Douglas,17073.0,163.0,,3.74,95.0,49.0
Jeremy Diaz,7858.0,177.0,138.0,,68.0,27.0
Jason Johnson,3616.0,139.0,388.0,12.36,67.0,30.0
Jonathan Chapman,11111.0,161.0,114.0,,5.0,46.0
Jason Grimes,1257.0,89.0,257.0,5.65,69.0,20.0
Robert Campos,9827.0,110.0,551.0,7.45,23.0,44.0
Gina King,,164.0,388.0,3.26,87.0,32.0
Alan Cordova,,179.0,396.0,12.74,86.0,51.0
Margaret Miller,7270.0,160.0,132.0,5.61,37.0,62.0
Nicole Burton,,108.0,284.0,8.97,36.0,
Katelyn Becker,1908.0,124.0,300.0,10.95,,
Travis Church,15421.0,154.0,180.0,8.86,97.0,21.0
David Ruiz,15025.0,,537.0,,65.0,58.0
Rachel Peterson,3464.0,140.0,209.0,5.81,16.0,
Henry Smith,15582.0,119.0,189.0,2.98,112.0,45.0
Pamela Woodward,16433.0,71.0,,12.02,,46.0
Curtis Copeland,7680.0,124.0,677.0,8.54,84.0,24.0
Matthew Vasquez,6840.0,107.0,663.0,6.74,27.0,25.0
Gary Dixon,17199.0,148.0,261.0,1.0,74.0,22.0
Tony Williams,,94.0,624.0,11.16,42.0,55.0
Richard Robinson,14233.0,118.0,761.0,11.64,107.0,56.0
Desiree Conway,4546.0,112.0,256.0,11.5,106.0,19.0
Christina Hamilton,10749.0,106.0,614.0,14.6,55.0,30.0
Kayla Mitchell,,170.0,895.0,14.56,27.0,43.0
Cheryl Rodriguez,9677.0,,,9.44,39.0,
Michael Rodriguez,12035.0,,290.0,7.01,46.0,22.0
Karina Hood,,74.0,383.0,6.76,59.0,27.0
Nicole Taylor,,92.0,,,16.0,
Thomas Huang,8741.0,148.0,,2.62,26.0,45.0
Samuel Baker,,88.0,,,,
Alexa Garza,18267.0,171.0,667.0,5.73,14.0,44.0
Allison Williamson,10855.0,96.0,246.0,14.2,59.0,
Sara Willis,8574.0,,162.0,2.91,66.0,
Jennifer Wagner,6241.0,64.0,420.0,,7.0,45.0
Kristen Moore,11329.0,71.0,631.0,12.01,,54.0
Jose Ferguson,,142.0,580.0,5.11,100.0,
David Gonzalez,4827.0,,757.0,3.61,44.0,48.0
Brent Tyler,13838.0,,879.0,8.67,66.0,41.0
Brittany Williams,18693.0,147.0,454.0,,6.0,43.0
Devin Taylor,14115.0,,830.0,9.31,,24.0
Jeffrey Trujillo,12720.0,164.0,,1.01,47.0,49.0
Cameron Wood,11010.0,101.0,,14.89,,37.0
Tina Marshall,5295.0,112.0,768.0,5.65,,
Alan Kim,12118.0,90.0,,10.51,25.0,57.0
Brittany Garcia,1660.0,,896.0,12.34,88.0,
Michael Levine,,99.0,681.0,,15.0,
Jennifer Thompson,,74.0,,11.27,36.0,61.0
Eric Stone,,166.0,472.0,5.52,,35.0
Eric Rangel,8390.0,159.0,,,,50.0
Helen Jennings,,174.0,525.0,4.29,101.0,29.0
Dennis George,,,,13.24,,41.0
Renee Rodriguez,5146.0,,745.0,8.79,,
Justin Pearson,9428.0,129.0,496.0,11.62,69.0,20.0
Kevin Parker,,,760.0,4.37,,34.0
Cheryl Petersen,11166.0,,139.0,,,27.0
Jodi Shaffer,1435.0,,375.0,6.31,,51.0
Suzanne Gutierrez,,,790.0,3.06,,60.0
Adam Bright,8119.0,,138.0,3.69,59.0,63.0
Kayla Hoffman,,176.0,591.0,2.37,10.0,36.0
Shane Jenkins,16646.0,160.0,149.0,0.77,,23.0
Monica Aguirre,10506.0,64.0,413.0,9.96,34.0,60.0
Kimberly Cox,5623.0,164.0,430.0,3.16,28.0,32.0
Peter Oneill,12481.0,,398.0,,27.0,
Michael Daniels,1095.0,179.0,552.0,14.56,,44.0
Catherine Jordan,,126.0,526.0,,101.0,52.0
Dr. Edgar Patterson,,130.0,293.0,3.28,,30.0
Robert Hill,,166.0,787.0,12.59,19.0,54.0
Michael Cole,,153.0,213.0,12.56,108.0,51.0
Christopher Reyes,5104.0,154.0,759.0,3.92,,25.0
Cynthia Gray,8460.0,81.0,632.0,0.76,71.0,58.0
Ryan Parker,10775.0,157.0,899.0,12.35,24.0,54.0
Sean Hunt,1759.0,161.0,495.0,14.91,,57.0
Andrew Rodriguez,13559.0,175.0,514.0,,54.0,44.0
Mark Paul,9294.0,128.0,110.0,,22.0,55.0
Alexander Patterson,12720.0,,737.0,,54.0,39.0
Alyssa Fuller,3925.0,,538.0,11.82,56.0,55.0
Jason Herrera,14399.0,113.0,331.0,13.22,41.0,24.0
Dale Little,12313.0,171.0,835.0,7.14,48.0,43.0
Scott Stewart,3009.0,,425.0,,,24.0
Brian Frederick,18537.0,,751.0,12.46,78.0,24.0
Cindy Leon,6325.0,113.0,460.0,2.58,46.0,52.0
James Reilly,19521.0,124.0,,4.28,108.0,59.0
Melissa Moyer,11246.0,,687.0,,115.0,
Omar Cordova,13655.0,151.0,895.0,11.26,,36.0
James Singh,9700.0,155.0,805.0,6.48,47.0,51.0
Trevor Mcbride,8197.0,93.0,,8.65,91.0,45.0
Ryan Webb,17294.0,116.0,699.0,13.93,,40.0
Jennifer Vasquez,,60.0,,9.73,72.0,54.0
Michael Dixon,14493.0,,677.0,9.48,90.0,
Adam Moon,12343.0,,,6.23,,61.0
Andrew Allen,9657.0,126.0,304.0,5.01,77.0,34.0
Jaclyn Armstrong DDS,14507.0,,450.0,7.35,49.0,36.0
Crystal Moses,16649.0,120.0,544.0,,57.0,57.0
Michael Bush,12340.0,131.0,641.0,,70.0,
Luke Kim,8083.0,75.0,735.0,10.93,113.0,43.0
Paul Fuller,16804.0,98.0,371.0,4.01,89.0,64.0
Craig Foster,,,211.0,13.33,67.0,64.0
Miranda Reid,3157.0,63.0,628.0,2.47,46.0,46.0
Emily Hart,1323.0,144.0,450.0,,,38.0
Traci Carr,2801.0,148.0,,,56.0,
Keith Garcia,,169.0,771.0,0.92,106.0,63.0
Alex Bowen,7071.0,124.0,195.0,3.84,51.0,58.0
Randy Green,2108.0,169.0,678.0,11.48,34.0,54.0
James Espinoza,16969.0,75.0,873.0,7.13,110.0,61.0
Miss Rebecca Conner,14781.0,72.0,279.0,4.14,,52.0
Christopher Simon,11210.0,65.0,624.0,5.45,102.0,44.0
Dr. Martha Collins,17993.0,,,,48.0,
Robert Miller,,146.0,,1.79,,
George Hernandez,3961.0,84.0,669.0,,45.0,
Andre Davis,12077.0,127.0,,2.34,101.0,54.0
Kenneth Williams,19846.0,94.0,483.0,4.19,105.0,21.0
Victor Collins,8403.0,77.0,290.0,3.04,66.0,50.0
Barbara Sanchez,,,,,,64.0
Alexander Burke,15182.0,,316.0,,62.0,38.0
Krystal Edwards,5484.0,124.0,458.0,4.79,50.0,62.0
David Wheeler,18298.0,,769.0,,59.0,50.0
Aaron Farmer,3113.0,,679.0,,102.0,26.0
Ashley Hamilton,,,717.0,12.43,,
Craig Berry,18711.0,80.0,615.0,12.14,100.0,50.0
Tommy Little,16476.0,60.0,234.0,,97.0,61.0
