Name,Steps,HeartRate,CaloriesBurned,HoursOfSleep,DistanceWalked,ActivityType
William Ewing,17942,80.1,2736.2,8.8,11.53,Resting
Christopher Marquez DDS,9123,79.1,2006.9,6.1,3.33,Cycling
Donna Mitchell,9986,51.1,2153.3,5.2,14.71,Running
Amanda Jones,18641,63.2,2581.0,8.5,2.98,Cycling
Deanna Nguyen,10873,72.7,1888.9,9.7,7.08,Cycling
Fernando Rogers,8167,73.5,3112.4,10.0,4.96,Running
James Charles,3697,70.5,2434.8,5.6,7.77,Resting
Brett Williams,4145,90.2,2795.6,6.5,13.88,Cycling
Donna King,3393,69.7,1472.7,7.6,10.64,Cycling
Joan Gonzalez,19329,79.9,2276.8,9.8,4.97,Walking
Heather Owen,10597,73.3,2810.1,4.3,3.15,Cycling
Michael Wilson,1165,82.1,2654.8,7.3,5.56,Walking
David Garcia,4801,81.0,2469.1,5.1,6.14,Cycling
Aaron Bradshaw,11229,77.8,1886.9,4.9,9.08,Walking
Paul Singleton,4756,76.6,1918.0,5.8,11.37,Resting
Elizabeth White,16286,56.4,1331.6,7.1,5.11,Resting
Jennifer Sims,10724,83.3,2279.5,4.0,2.84,Walking
Alexis Cannon,6453,79.1,2351.1,9.9,8.14,Cycling
Steven Miller,6580,78.1,1835.2,5.2,3.98,Running
Shannon Gonzalez,4554,74.5,2206.9,8.4,4.77,Walking
Theresa Wyatt,18299,78.0,2829.7,4.2,14.61,Cycling
Alexander Hester,4332,57.4,1146.3,7.5,10.35,Resting
Melissa Santiago,6822,79.1,2260.7,8.9,11.4,Walking
Melissa Lopez,4694,88.5,1666.8,4.3,10.2,Running
Karen Key,12464,74.0,1900.4,6.9,4.18,Resting
Tammy Matthews,1078,76.6,2217.9,7.3,6.68,Walking
Erik Molina,5129,94.8,1804.1,5.9,4.45,Running
Dawn Long,11367,77.7,2295.5,4.9,3.92,Cycling
Courtney Mayer,15174,53.4,2381.0,4.7,4.29,Walking
Melinda Collins,18763,91.0,1800.9,6.6,14.24,Resting
Joshua Jones,15648,78.6,2408.7,4.8,7.8,Resting
Charlotte Greene,18307,93.6,2554.3,9.5,8.77,Walking
Maureen Hall,6011,76.7,2047.5,6.8,2.7,Resting
Jesse Carter,4089,82.1,2465.9,5.3,2.76,Resting
Travis Lozano,16395,72.4,2375.0,9.8,1.9,Walking
James Patterson,7975,68.8,2007.2,8.8,8.51,Cycling
Donna Rivera,18628,74.0,2509.4,6.1,1.69,Cycling
Kyle Lawson,18083,81.9,1590.7,8.5,9.44,Resting
Patrick Mathews,15377,64.6,2273.7,8.3,12.58,Running
Angela Jones,7196,72.6,1795.5,8.1,4.11,Cycling
Barbara Taylor,13538,78.3,2091.9,8.4,8.17,Resting
Anthony Hernandez,3322,70.0,1593.9,4.1,4.11,Cycling
Shelby Watson,13652,74.6,1811.1,8.9,2.23,Cycling
Jason Ramirez,1404,81.7,2006.7,7.9,13.72,Cycling
Christian Welch,11575,77.2,1867.9,5.0,11.6,Resting
Cynthia Lucas,19156,75.9,2188.7,5.5,10.69,Cycling
David Tran,7917,82.3,2221.3,7.2,7.3,Resting
Stephanie Wong,10388,83.4,1951.6,4.7,2.28,Running
Melissa Wells,6060,66.9,1807.3,5.6,5.11,Cycling
John Wilson,11950,67.9,1948.9,5.9,14.84,Cycling
Jeremy Holt,14817,72.0,1709.2,4.6,5.43,Cycling
Michele Ford,15459,84.1,2504.5,5.6,10.49,Running
Mr. Carlos Mcdonald,11908,60.7,1732.6,6.7,10.3,Resting
Natasha Robinson,19576,66.5,1742.4,10.0,7.89,Walking
Julie Hodges,17065,58.6,2615.9,8.6,11.62,Resting
Kristin Cain,18886,82.8,2579.3,7.5,1.71,Running
Douglas Murphy,6703,87.3,2643.9,5.1,13.02,Cycling
Timothy House,2431,66.3,2114.5,4.7,12.81,Cycling
Paige Perez,1006,78.7,2446.1,6.2,14.7,Cycling
Shawn Lambert,1977,87.3,2267.1,4.7,12.91,Cycling
Preston Bishop,7923,73.4,2208.1,9.4,4.64,Cycling
Cathy Wolfe,12038,68.0,1674.6,4.2,9.62,Cycling
Christian Watson,15069,63.8,2296.1,5.4,8.78,Walking
Ashley Fox,6072,67.1,2797.3,5.5,6.46,Walking
Austin Adams,13771,71.5,2309.6,5.9,8.62,Walking
Jennifer Dalton,14452,59.6,1914.8,5.1,4.8,Walking
Janice Long,15532,83.9,2329.1,5.9,1.6,Walking
Katherine Newton,2409,62.9,2526.2,4.1,5.04,Running
Jennifer Gray,11056,60.0,2108.7,6.9,10.44,Resting
Todd Walton,12611,86.9,2339.0,7.8,8.02,Running
Jason Martinez,14022,75.6,2537.1,9.0,8.33,Resting
Rebecca Hickman,5579,89.7,2104.9,9.2,9.1,Running
Mr. Adam Mueller,5682,80.7,2888.0,8.3,8.65,Running
Victoria Beck,12017,59.4,1965.7,4.4,3.18,Resting
Richard Carrillo,4643,54.2,2810.6,7.2,10.85,Resting
Heidi Hill,10276,74.0,2009.3,7.4,11.04,Walking
Casey Navarro,17221,77.5,2258.8,8.2,11.13,Resting
Kenneth Sullivan,18235,66.9,2460.3,5.3,2.5,Resting
Erika Long,6706,86.5,2376.5,9.4,6.48,Cycling
Kathryn Garcia,13980,77.8,1932.6,7.3,10.65,Cycling
Ruben Adams,19813,80.7,2768.3,9.9,9.05,Running
Hannah Collier,18492,78.9,2855.3,9.6,8.85,Resting
Matthew Williamson,3611,78.5,2311.2,9.3,8.17,Cycling
David Kelly,14300,55.0,2418.2,6.0,11.72,Running
Matthew Hayes,18896,68.6,2474.9,9.6,13.21,Walking
Kari Gardner,15968,81.0,2106.7,5.9,7.67,Cycling
Haley Gomez,14631,74.0,2099.5,6.3,2.38,Walking
Diane Walker,18451,59.2,2441.1,4.7,11.75,Walking
Melissa Goodman,9239,66.5,2504.1,8.1,2.34,Running
Donald Hamilton,14648,74.0,1780.6,7.0,1.84,Running
Stacy Harris,15014,86.5,2090.8,9.6,2.33,Resting
Karla Bolton,9069,73.6,1217.8,9.1,11.19,Cycling
Zoe Ruiz,19497,77.3,2624.9,8.8,4.28,Running
Robert Jimenez,5144,76.2,1715.4,9.7,6.95,Running
Christine Armstrong,11795,89.6,2643.6,9.6,2.8,Cycling
Mr. Maurice Brown MD,17664,89.6,2128.2,4.4,14.86,Running
Mark Ford,8586,50.3,2588.6,9.3,10.29,Running
Rachel Ellison,5592,73.9,2681.6,6.6,6.45,Resting
Ashley Miller,11762,64.5,1692.2,4.9,1.89,Resting
James Mueller,12253,81.2,1647.2,7.7,1.04,Cycling
Stephanie Perez,1348,76.3,2139.3,5.4,8.91,Running
Scott Norris,3498,72.4,1703.1,4.3,6.82,Resting
Kathryn Johnson,4471,69.6,3164.2,9.5,13.33,Running
Phillip Byrd,18090,76.8,1472.0,7.6,3.57,Walking
John Giles,4143,75.2,2477.3,6.5,13.48,Walking
James Newman,15068,84.1,2255.6,4.7,13.82,Resting
Gregory Mccormick,12102,69.0,2220.0,4.6,13.04,Walking
Drew Phillips,5144,86.4,2659.3,4.2,3.67,Running
Austin Camacho,13212,75.8,2614.5,4.1,11.17,Running
Cheryl Holden,12643,80.8,1417.8,4.9,2.4,Resting
Robert Smith,18932,70.7,2004.5,9.6,10.23,Walking
Anne Anderson,9489,86.8,1787.5,5.4,9.95,Cycling
Lisa Roberts,3579,67.9,1703.0,7.4,5.6,Cycling
Kevin Freeman,14147,72.9,2207.2,8.5,10.27,Resting
Kyle Velez,7579,56.5,2253.2,8.3,8.56,Cycling
Jessica Brock,15330,72.5,2472.2,8.1,5.27,Cycling
Chad Martinez,9150,81.1,2109.7,6.8,11.65,Running
Melissa Fleming,16723,75.2,1955.8,7.4,7.52,Cycling
Seth Harper,5080,74.5,1877.7,8.9,8.28,Walking
Allison Davis,6013,66.3,3130.2,5.6,11.51,Cycling
William Short,5259,70.5,2060.8,9.0,10.12,Running
Charles Hall,16023,60.8,2330.7,4.9,12.96,Cycling
Ralph Martinez,12799,66.6,1942.9,4.8,9.36,Resting
Thomas Vaughn,12153,68.6,2398.2,8.7,3.34,Cycling
Erica Rodriguez,4456,78.4,2683.8,9.0,2.95,Running
Matthew Sexton,11900,84.1,2694.6,9.7,3.05,Running
Tracy Chavez,13504,54.6,2608.1,6.9,1.93,Resting
Marie Morris,11326,86.5,1994.0,8.2,5.9,Cycling
Amy James,16670,73.3,1618.1,8.3,1.7,Cycling
Douglas Weaver,5737,74.8,2339.1,7.6,6.0,Running
Julia Burns,13876,77.3,2581.4,7.1,8.89,Cycling
Gabriel Henderson,9733,79.8,2472.5,6.0,4.26,Cycling
Alison Barry,14613,86.1,1664.7,9.2,6.96,Running
Jared Phillips,15810,81.2,2364.1,9.9,14.93,Running
Timothy Stewart,3361,59.6,2740.9,6.8,13.15,Resting
Danielle Hayes,6945,86.9,2020.9,5.9,4.85,Cycling
Sarah Bradshaw,6868,96.6,2255.4,8.8,11.58,Walking
Aaron Clark,12684,82.7,2565.7,7.3,8.15,Walking
Tammy Jones,5850,68.1,2320.7,8.2,9.44,Running
Tyler Walker,13166,77.7,2225.1,5.8,2.76,Walking
Mitchell Williams,17488,60.5,3026.1,4.6,2.65,Resting
Jennifer Lee,12989,83.1,3157.6,7.0,9.06,Walking
Adrian Hunter,16210,66.6,2244.8,6.4,14.56,Running
James Sutton,19584,75.3,1883.3,7.5,10.87,Walking
Shane Shepard,9970,68.5,2885.1,5.9,5.19,Resting
Ryan Lane,15527,76.9,2590.8,5.3,1.72,Walking
Nicole Brown,9319,59.1,2146.0,6.6,13.23,Walking
Timothy Rhodes,10702,91.7,2775.8,7.2,11.46,Resting
Sharon Shaffer,12265,75.6,1925.8,8.5,8.47,Walking
Jorge Richardson,11255,81.8,2450.4,4.5,3.38,Running
Ryan Garcia,9493,62.1,2925.2,6.4,2.57,Cycling
Danielle Wells,11904,82.9,2050.1,5.1,3.1,Running
Scott Bradley,15538,69.2,2716.7,7.4,10.6,Cycling
Selena Melendez,15335,74.1,2690.7,4.7,1.28,Running
Susan Collins,16308,93.0,2941.1,6.6,3.9,Running
Erica Harris,3525,52.1,2834.2,5.4,6.99,Walking
Jamie Moreno,6176,80.2,2101.1,5.3,9.83,Cycling
Jimmy Palmer,10334,65.9,2356.5,7.3,2.22,Cycling
Troy Peterson,17062,64.6,2187.2,5.5,13.91,Walking
Paula Guerrero,15987,76.0,2748.8,4.4,14.21,Walking
Lindsay Oconnor,15053,92.0,2103.2,4.2,11.82,Running
Kelly James,1426,81.1,2038.0,7.0,10.93,Cycling
Daniel Mitchell,3683,66.5,1462.9,8.7,4.54,Walking
Rebecca Long,11896,57.1,1854.3,6.2,12.79,Walking
Brooke Daugherty,4890,68.2,1882.8,7.1,7.79,Running
Patricia Porter,2051,73.3,2405.5,7.6,6.34,Cycling
Richard Middleton,14020,89.0,2464.1,9.3,14.15,Running
Cynthia Blackwell,15765,66.6,2098.7,9.9,10.22,Running
Sandra Gillespie,13992,62.8,2470.7,4.8,13.26,Running
Scott Duncan,2633,72.1,2567.8,8.5,14.15,Cycling
James Burton,19416,72.9,2415.3,6.0,10.79,Running
Monica George,8536,74.1,2857.6,7.9,5.95,Walking
Nicole Fox,8251,69.1,2221.4,9.4,6.74,Resting
Cathy Johnson,7808,84.4,1643.3,9.5,8.16,Cycling
Caroline Allison,2042,68.4,2397.5,8.5,11.78,Running
Deborah Ferguson,19213,96.9,2555.1,6.6,4.82,Cycling
Andre Klein,13792,62.9,1771.6,5.1,1.66,Running
Amanda Moran,8468,75.5,2043.0,5.6,14.3,Resting
Mark Chapman,11991,81.7,1885.7,6.9,11.48,Running
Tracey Richardson,13636,54.2,1884.5,7.6,2.39,Walking
Katrina Hughes,12312,75.1,2501.4,4.9,11.9,Resting
Lydia Evans,15922,87.8,1894.5,6.1,9.03,Walking
Jason Harrison,18053,74.9,2757.8,7.3,1.63,Running
Blake Blankenship,19258,83.4,1867.3,6.3,3.61,Resting
Devin Price,18244,70.5,2143.9,4.0,7.04,Resting
Krystal Barron,9672,70.8,1476.1,4.1,12.18,Walking
Rebecca Simpson,9560,102.8,2437.5,4.5,9.94,Cycling
Alejandro Spencer,12928,63.8,1417.7,9.3,10.55,Resting
Cheryl Shelton,5377,67.9,2615.4,8.3,11.52,Resting
Michelle Ewing,17773,75.1,2043.7,4.6,13.08,Resting
Larry Dixon,8323,67.8,1885.4,7.5,5.45,Running
Erin Davies,3516,90.8,2591.4,5.3,10.45,Walking
Jason Schaefer,15598,58.7,1606.1,7.0,13.07,Running
Alexandra Boyle,14360,80.5,2265.9,4.0,10.64,Walking
Matthew Freeman,7177,61.6,2184.8,8.3,13.32,Cycling
Patricia Ho,11404,85.5,1846.9,7.7,12.88,Walking
Laura Johnson,13107,59.1,2736.6,9.2,4.52,Cycling
Jennifer Meyer,3922,61.3,2430.8,9.2,8.29,Walking
Tiffany Beard,19732,73.4,2901.7,7.8,12.15,Running
Jay Alexander,15991,57.8,2111.5,6.3,1.05,Running
Alicia Castillo,16325,67.3,2604.5,5.0,2.41,Running
Rebecca Beltran,7082,78.8,1733.3,4.3,3.82,Running
Kimberly Mitchell,2830,84.6,1964.8,7.1,8.71,Running
Keith Thomas,6423,67.8,2370.2,7.4,2.31,Walking
Anthony Cruz,18284,78.7,1779.8,6.4,5.09,Walking
Caitlyn Wallace,13740,62.7,2073.0,4.5,3.72,Walking
Aaron Patel,6333,64.6,2186.3,6.8,6.91,Resting
Ashley Hampton,7609,80.3,2161.4,9.9,2.06,Running
Holly Campbell,11648,68.5,1990.7,8.1,11.88,Cycling
Brandon Garrison,12942,63.5,2981.8,5.4,11.8,Running
Alan Lewis,19404,72.5,2045.8,8.3,14.31,Cycling
James Crawford,10102,95.1,2387.6,10.0,8.04,Resting
Larry Holland,5937,67.4,1735.9,4.9,12.77,Cycling
James Washington,12336,61.5,1394.7,4.3,11.0,Running
April Lopez,5909,83.5,1907.4,4.7,2.15,Walking
Roger Ramirez,2763,72.9,2100.1,7.2,11.08,Running
Vanessa Hill,11232,75.7,2643.8,6.3,4.75,Cycling
Nathan Garza,15770,73.7,2377.7,6.9,14.59,Resting
Tristan Chase,19071,66.9,1945.5,8.2,5.18,Running
John Beck,10458,67.4,1760.4,4.1,2.82,Running
Donna Guerrero,11345,60.2,1905.2,9.6,7.58,Running
Rebecca James,12573,93.3,1671.8,9.7,12.86,Running
Karina Page,1209,77.2,2442.0,6.8,7.7,Resting
Robert Black,1910,74.9,1735.7,7.2,4.45,Walking
William Taylor,5694,81.7,2300.1,4.1,5.98,Walking
Russell Garza,13906,79.1,1754.5,6.6,9.97,Cycling
Rachel Wang,3482,97.6,2760.2,10.0,8.58,Running
Mr. Jacob Ingram,9206,65.6,2473.6,6.0,1.66,Resting
Ashley Johnson,19874,80.6,2415.2,6.0,11.1,Walking
Brian Davila,8777,69.4,2964.7,5.2,5.25,Cycling
Tyler Morales,5746,72.7,2291.1,4.7,4.79,Running
Mindy Joseph DDS,7691,74.2,2097.4,4.2,8.38,Resting
Edward Jones,5614,77.0,2234.9,8.4,14.15,Running
Ms. Karen Parker MD,14037,74.8,2597.3,4.5,6.31,Walking
Gordon Moore,19763,78.4,2475.0,4.4,2.07,Walking
Stephen Moore,6546,75.2,1729.3,9.1,3.23,Resting
Elizabeth White,5702,77.9,2089.1,4.0,7.89,Resting
Linda Simmons,14752,69.5,2260.7,5.2,4.22,Cycling
Regina White,11008,83.5,2402.7,8.4,13.19,Running
Amber Cole,6596,48.2,2426.8,6.3,3.46,Walking
Michael Robinson,1915,78.5,2127.8,8.4,12.55,Running
Lauren Huerta,2666,73.0,2209.5,5.6,10.09,Running
Taylor Skinner,18161,72.9,1718.9,9.6,1.21,Running
Mary Stanton,19519,90.6,2145.8,6.5,8.36,Cycling
John Parker,18268,56.5,1870.6,5.5,4.39,Walking
Christine Bridges,2728,78.3,1446.5,8.9,2.99,Resting
Brenda Martin,12015,73.0,2245.9,8.3,12.71,Running
Amber Austin,4716,83.7,2172.2,5.6,7.24,Walking
Kristin Miles,7573,68.6,2065.2,7.3,11.86,Walking
Nicole Wells,6062,70.4,1804.6,9.7,3.06,Cycling
Christine Fox,13117,74.7,2422.0,9.5,11.99,Walking
Matthew Ball,9678,62.1,1774.3,7.1,1.69,Resting
Michelle Frazier,11402,91.5,2146.1,5.2,12.12,Cycling
Rodney Mcdaniel MD,8180,84.7,2337.2,4.2,9.28,Cycling
Wendy Perry,2742,74.2,2259.5,5.9,3.18,Resting
Tyrone Stevens,7270,83.3,1339.6,10.0,11.25,Resting
Scott Mitchell,17193,57.2,1448.3,9.0,3.82,Resting
Brittney Jones,7172,59.6,1907.0,9.7,8.83,Cycling
Robin Hernandez,6772,66.3,2147.0,7.2,7.63,Walking
Annette Ali,1024,69.4,2639.2,4.9,11.03,Running
Jennifer Jones,4477,67.7,1433.9,4.4,8.5,Cycling
Mary Lewis,16101,78.6,2160.9,7.3,13.34,Cycling
Steven Smith,5210,70.3,2411.1,7.1,3.96,Cycling
Katie Williams,17015,70.0,3004.8,9.9,3.62,Resting
Thomas Hayes,1378,98.4,2141.6,8.3,11.56,Running
Julie Ross,10623,85.8,2147.8,7.2,2.5,Running
Brandi Rodriguez,19881,65.9,2215.3,6.5,12.91,Cycling
Amanda Phillips,10953,60.6,2123.5,4.9,12.56,Walking
Kenneth Long,17035,64.5,2591.9,4.8,1.4,Walking
Haley Thompson,17687,78.5,1414.5,4.7,7.7,Resting
Angel Watson,5857,84.8,2225.9,9.7,11.48,Cycling
Theresa Cook,11764,70.2,1781.0,7.4,4.23,Running
James Morse,1126,81.1,2568.9,4.3,1.24,Running
Lisa Lewis,12412,76.3,2774.8,8.0,10.85,Cycling
Tyler Nunez,15385,60.3,2254.8,9.7,13.46,Cycling
Jimmy Powell,8532,86.2,1797.2,6.8,1.03,Cycling
Rebecca Lambert,4074,58.5,2449.0,5.7,12.04,Running
Denise Waters,10548,66.9,2162.4,5.0,10.99,Resting
Gregory Perez,18737,81.4,2847.7,4.7,11.21,Running
Mr. Charles Cook,7732,78.9,1974.8,4.1,11.42,Resting
Shannon Small,17343,77.3,2646.9,7.5,7.77,Cycling
Michael Larson,8038,85.3,2551.8,6.6,7.87,Walking
Bryan Young,11637,78.7,2198.5,5.0,14.26,Walking
Matthew Cook,12031,55.6,1974.6,8.6,1.34,Running
Cheryl Williams,3829,77.4,2123.5,9.2,3.3,Resting
Nichole Mckenzie,17922,86.5,1728.4,4.3,7.78,Resting
Joseph Castillo,6602,88.2,2050.1,6.4,2.81,Cycling
Frederick Miller,1063,71.0,1846.1,7.9,2.73,Cycling
Kelly Ross,15607,69.0,3164.7,6.1,2.95,Resting
Alexis Clark,9104,84.4,3052.8,8.6,10.71,Walking
Rachel Brown,15350,70.9,2026.7,7.4,12.98,Running
Adam Herrera,10895,60.3,2506.9,4.1,4.99,Resting
Debbie West,2436,81.3,1945.9,4.1,7.87,Cycling
Cheryl Santana,17758,75.4,2133.8,4.9,9.86,Walking
Jerry Fernandez,2244,65.8,1453.8,8.0,2.3,Running
Gilbert Walsh,4649,73.0,2291.2,5.1,2.15,Cycling
Matthew Mcgee,5192,50.9,2166.5,4.3,5.51,Walking
Christian Walsh,7642,67.4,2507.9,9.1,13.8,Running
Brandy Campos,13063,64.9,2999.4,4.4,7.86,Walking
Scott Webb,7337,79.5,2002.1,6.9,9.99,Walking
Cesar Graves,9218,76.2,2908.9,7.3,7.69,Running
Daniel Taylor,13956,84.7,2200.3,9.7,7.02,Walking
Paul Young,18212,84.1,2882.3,4.6,5.01,Cycling
John Stephenson,5499,71.8,2275.1,5.5,12.3,Resting
Aaron Rodriguez,9726,75.0,3235.7,9.2,2.96,Resting
James Garcia,3398,60.4,2419.8,7.8,14.98,Resting
Randall Malone,13371,90.0,2153.7,6.7,2.98,Running
Karen Martin,19597,75.4,2285.6,5.7,1.74,Running
Scott Todd,4364,71.8,1798.1,4.6,11.73,Cycling
Maria Woods,14601,59.1,2397.7,7.1,14.35,Resting
Nancy Mann,7066,70.6,2579.5,5.5,11.62,Resting
Emily Goodwin,1717,65.8,1691.3,6.5,7.31,Running
Katherine Solis,4908,68.6,2507.0,6.1,5.82,Cycling
Christy Shaffer,15081,87.9,2213.6,5.8,3.77,Walking
Johnny Henderson,1330,84.9,2159.9,8.5,6.74,Resting
Jessica Cummings,18738,73.8,2304.7,4.0,14.46,Resting
Wanda Watkins,6946,78.3,2193.0,6.9,5.75,Resting
Pamela Cunningham,3700,83.6,2343.7,4.2,12.41,Resting
Robert Porter,17599,99.6,2330.9,9.1,7.41,Running
Amy Benton,4625,91.8,2332.4,5.2,2.12,Resting
Tracy Kennedy,11288,86.0,2173.9,9.4,2.75,Resting
Bradley Powers,10468,73.2,2049.2,8.3,4.9,Walking
David Atkinson,17202,71.5,1820.9,9.2,5.02,Walking
Jamie Moore,18399,60.7,1952.0,6.0,3.36,Resting
Isaiah King,19869,74.9,2315.4,6.1,14.36,Running
Lindsey Salas,6265,66.3,2506.4,7.4,12.13,Resting
Andre Perkins,6435,82.6,2011.8,5.5,14.09,Running
Matthew Newman,6882,77.4,2107.3,6.9,13.61,Walking
Omar Salas,3083,56.1,2189.4,8.0,3.71,Walking
Leah Flynn,5887,86.2,2213.5,7.5,3.36,Walking
Tony Osborn,9780,67.6,1702.8,9.3,11.98,Running
Debra Taylor,2603,81.6,2858.2,7.8,8.63,Running
Michael Wright,9499,80.2,1976.0,4.3,1.71,Running
Travis Patton,16194,74.5,2397.2,7.6,2.31,Running
Jessica Barnes,7995,81.4,2033.2,4.2,5.6,Walking
Laura Hill,12501,61.3,1675.8,9.6,11.37,Running
William Johnson,2906,78.1,2429.9,5.9,4.59,Running
Paul Watson,18345,75.9,2191.0,6.5,9.48,Walking
John Hoffman,10981,76.7,2308.2,6.7,12.2,Walking
Teresa Richardson,7954,55.7,2564.1,4.1,5.93,Running
Carla Garcia,8483,84.5,1879.8,5.3,9.47,Running
Olivia Williams,18507,69.2,1883.6,4.4,6.85,Walking
Nicole Frey,17640,67.5,2259.5,8.7,5.46,Walking
Robert Chandler,15896,66.7,2113.8,5.7,4.97,Running
Deborah Norman,15110,74.5,2456.7,9.0,10.72,Walking
Melissa Wilkerson,16201,56.6,2368.2,9.9,13.26,Running
Michael Vargas DDS,11395,74.5,2915.9,4.3,6.37,Cycling
Caleb Garcia,18523,44.0,2919.0,6.3,10.88,Resting
Randall Holt,12517,70.8,1563.1,4.5,11.84,Resting
Joshua Ortiz,19906,61.2,2205.6,5.1,5.08,Cycling
Robert Gordon,13913,63.3,2161.9,4.7,13.61,Cycling
Tyler Lee,6361,64.9,2386.7,8.1,5.94,Running
Christie Bell,12711,68.0,1677.3,6.5,5.57,Cycling
Karen Sanchez DDS,12186,87.5,2149.8,9.8,6.68,Running
Michael Nelson,1656,68.8,1800.8,8.2,5.37,Walking
Elizabeth Burke,4068,79.0,2530.6,4.0,1.93,Walking
Brittany Thompson,13796,72.7,2536.7,9.8,13.09,Cycling
Kelli Romero,10674,78.5,1884.4,8.6,2.13,Running
John Calderon,7659,69.8,2279.3,5.4,8.94,Walking
Alicia Tate,12329,72.0,2515.3,7.2,10.29,Running
Mr. John Peterson MD,15295,66.5,2424.8,9.8,4.43,Running
Jennifer Wilson,13400,82.4,1772.9,9.4,12.07,Walking
Robert Oliver,15654,77.9,2225.2,4.1,3.78,Resting
Randy Suarez,17752,73.0,1816.0,8.3,3.46,Running
Olivia Walters,14847,78.6,2358.3,7.8,4.63,Walking
Ashley Golden,4143,75.7,2463.3,6.7,1.43,Resting
Brandon Walls,3568,72.9,1827.6,7.0,11.77,Resting
John French,6279,65.3,2617.7,7.5,1.96,Walking
Gregory Hood,4687,70.6,2035.5,7.7,10.99,Cycling
Ashley Davis,2398,62.8,2516.7,9.7,4.13,Cycling
Tony Stevenson,10817,71.7,2328.1,6.8,4.95,Walking
Brenda Hughes,17830,85.0,2870.1,9.3,12.43,Cycling
Isaac Allen,11269,72.6,2033.7,7.3,7.35,Resting
Nicole Fox,11755,60.3,2583.3,9.6,14.89,Running
Nicholas Turner,12637,82.5,1745.6,5.8,4.33,Running
James White,6139,64.4,2248.9,6.8,12.9,Cycling
Fred Livingston,1698,66.1,2575.8,8.4,13.07,Cycling
Andrea Mendoza,12377,64.0,2622.3,6.6,6.64,Cycling
Lisa Garcia,14127,69.8,2337.0,6.1,1.14,Running
Jennifer Hernandez,8086,74.4,2612.5,9.0,5.95,Cycling
Alice Marshall,7280,80.8,1668.2,9.5,12.07,Resting
Steven King,11088,78.3,2601.3,9.4,4.2,Resting
Ashley Miller,13640,78.6,1749.4,4.2,7.87,Running
James Peterson,4418,75.4,2153.2,8.6,9.28,Resting
Maureen Rowland,18322,80.6,1335.3,7.3,8.47,Cycling
Jason Haynes,15207,70.2,2056.5,6.6,1.1,Running
Kimberly Smith,11892,53.0,1394.9,6.2,7.95,Resting
Michael Garner,18457,57.0,1760.9,6.4,7.86,Resting
Ashley Randolph,7484,80.7,1890.3,9.0,5.07,Walking
Patrick Ingram,8695,74.4,2158.5,7.6,3.12,Walking
Linda Diaz,1611,87.5,1362.7,8.6,9.23,Walking
Scott Lutz,10980,65.0,3034.5,6.8,3.86,Running
Stephen Hunter,19251,76.5,1691.9,8.8,3.48,Resting
Edward Ochoa,13352,66.7,2223.4,5.7,11.8,Running
Julie Wilson,4763,80.0,1364.7,4.1,6.03,Cycling
Sharon Parrish,19844,68.3,1873.9,8.1,13.18,Resting
Sarah Shelton,3901,81.7,2648.9,8.4,14.34,Walking
Paul Allen,2872,68.5,2151.5,7.2,8.22,Running
Brittany Hickman,8409,69.6,2250.7,7.1,7.99,Resting
Amanda Whitaker,4837,82.4,2313.7,10.0,12.38,Resting
Corey Baker,15523,84.7,2727.0,8.3,2.79,Resting
Amber Castro,15150,79.3,2297.3,8.3,3.59,Running
Austin Wilson,6673,63.2,1855.6,4.1,1.0,Resting
Monique Cook,10070,85.3,2016.5,4.2,5.46,Cycling
Martin Reed,15581,67.9,2393.0,9.4,11.35,Cycling
Ashley Garcia,15065,73.4,3095.9,7.6,9.61,Running
Kayla Williams,3136,78.2,2066.7,6.3,12.61,Running
Nancy Bauer,18111,104.6,1879.4,9.1,8.96,Running
Joshua Barnes,3800,73.8,1972.6,9.9,10.56,Running
Robert Taylor,17342,93.5,2252.6,4.1,1.91,Cycling
Walter Baker,9028,84.4,2743.6,5.6,5.62,Walking
Bruce Escobar,8661,90.1,2639.3,4.9,13.01,Resting
Christopher Sullivan,3791,78.0,2245.6,6.6,10.55,Resting
Crystal Rivera,9972,65.2,2611.9,6.2,8.48,Walking
Nancy Conner,14712,72.1,2526.3,9.0,3.39,Running
Ariana Conrad,7346,82.4,1621.6,8.4,12.86,Running
Amanda Nguyen,8648,67.8,3114.6,7.6,2.97,Walking
Tiffany Williams,17389,72.5,2262.0,7.1,4.76,Running
Ariana Hess,15362,93.8,1590.3,4.1,4.95,Walking
Richard Huynh,16413,90.1,2256.1,7.4,7.88,Cycling
Robert Anderson,15557,67.9,2449.5,8.7,8.64,Resting
John Shaw,4738,78.8,1829.7,7.1,6.54,Resting
Mr. Jerome Hill,18207,72.3,2051.2,8.7,1.73,Walking
Taylor Parsons,11220,93.3,2255.2,8.4,5.85,Cycling
Jacqueline Adams,8048,73.2,2103.6,6.4,4.97,Running
Ashley Porter,18419,77.1,1543.7,6.8,8.99,Walking
Evan Hardin,18389,81.7,2066.2,8.2,11.49,Resting
Chad Robinson,10308,74.7,2098.6,4.5,10.07,Running
Jason Taylor,12326,54.0,2651.8,5.9,2.14,Running
Bethany Ortiz,12187,70.2,2277.7,9.2,5.0,Running
Geoffrey Flores,16953,70.8,2655.5,5.6,2.25,Resting
Frances Shepherd,10032,74.7,2690.9,5.4,1.61,Cycling
